Идентификатор объекта;Адрес недвижимости;Тип недвижимости;Площадь объекта;Цена;Количество комнат;Состояние объекта;Контактные данные собственника;Статус объекта;Дата добавления информации
2442;п. Углегорск, алл. 8 Марта, д. 888 стр. 4/6, 204960;дом;28;15282351;1;новостройка;8 077 988 02 26;продается;28.01.2022
2443;г. Хасавюрт, пр. Машиностроителей, д. 7 стр. 5/2, 192539;квартира;162;15270089;1;жилое;76767944235;продается;17.04.2021
2444;п. Кинешма, алл. Ленинградская, д. 23 стр. 823, 867502;земельный участок;122;14795461;5;жилое;+7 (481) 881-9653;сдается;09.09.2021
2445;с. Цимлянск, пер. Восьмого Марта, д. 52, 762286;дом;139;6064818;2;требует ремонта;78748580304;зарезервирован;12.06.2022
2446;к. Приморско-Ахтарск, пер. Дзержинского, д. 7 стр. 2, 431463;дом;61;16091595;4;требует ремонта;8 439 954 80 93;продается;16.04.2021
2447;к. Корсаков, ш. Кольцова, д. 95, 064386;квартира;93;11551137;3;жилое;8 085 969 36 61;сдается;12.05.2021
2448;клх Новокузнецк, алл. Молодежная, д. 698, 995093;дом;154;5423146;5;требует ремонта;8 149 585 95 15;зарезервирован;31.07.2020
2449;г. Белореченск, алл. Огородная, д. 2 к. 451, 749290;земельный участок;88;11068164;5;жилое;78 046 457 643;продается;13.08.2021
2450;к. Мценск, бул. Лунный, д. 5 к. 6/9, 633186;дом;112;2133457;2;требует ремонта;+7 226 663 28 35;сдается;18.06.2022
2451;г. Ачхой Мартан, бул. Свободы, д. 7/3 стр. 917, 067153;квартира;134;12995987;2;требует ремонта;+7 (249) 291-2802;зарезервирован;01.04.2022
2452;к. Кингисепп, бул. 9 мая, д. 6/8, 820029;дом;44;13867680;2;требует ремонта;89 877 836 257;зарезервирован;02.12.2022
2453;клх Новочеркасск, ул. Чайкиной, д. 9/3, 546507;квартира;94;16728536;2;жилое;8 (196) 633-8681;сдается;11.04.2021
2454;п. Октябрьское (Челяб.), пр. Прудовой, д. 30 к. 2, 300814;дом;128;6474096;5;требует ремонта;81 819 339 858;сдается;06.02.2023
2455;с. Ясный (Оренб.), ш. Дальнее, д. 9/8 стр. 3/7, 332008;земельный участок;171;3663021;3;новостройка;+7 (173) 819-7438;продается;09.10.2021
2456;д. Оса, наб. Мичурина, д. 733 к. 639, 001677;земельный участок;97;2069244;2;жилое;+7 (704) 555-1662;сдается;28.04.2021
2457;п. Лабинск, бул. Спартака, д. 7/8 к. 20, 231916;земельный участок;67;1857519;2;жилое;76 041 500 644;сдается;28.02.2022
2458;к. Дно, ул. Сплавная, д. 5/4, 742734;дом;25;6475625;4;новостройка;8 271 349 75 60;сдается;22.03.2022
2459;с. Сузун, пр. 9 Января, д. 2 к. 69, 881581;дом;99;16003524;2;новостройка;83305005739;зарезервирован;01.12.2020
2460;г. Валдай, алл. Репина, д. 357 стр. 8, 910976;земельный участок;75;8879480;3;жилое;8 176 470 14 38;продается;17.12.2020
2461;п. Бузулук, бул. 50 лет ВЛКСМ, д. 831, 665899;земельный участок;193;13357993;3;требует ремонта;+7 (562) 077-62-37;продается;29.05.2023
2462;к. Холмогоры, пр. Ильича, д. 32 стр. 1/9, 900025;квартира;72;15189738;5;жилое;+7 (202) 184-5522;зарезервирован;15.08.2022
2463;с. Юрюзань, ул. Лесхозная, д. 93, 271323;дом;183;5949504;2;новостройка;77 093 856 032;продается;21.01.2023
2464;ст. Апрелевка, наб. Веселая, д. 4/9, 782565;дом;185;3871135;1;новостройка;+7 (501) 393-66-96;зарезервирован;15.07.2022
2465;п. Новый Уренгой, алл. Грибоедова, д. 289, 082112;дом;20;14525238;3;требует ремонта;8 (140) 038-62-72;продается;02.05.2022
2466;ст. Темрюк, ш. Шевченко, д. 556 стр. 1, 701052;земельный участок;194;2164869;2;жилое;73 967 353 218;продается;23.01.2023
2467;ст. Карпинск, наб. Новостройка, д. 7/9 к. 4/5, 186774;квартира;48;8287387;4;жилое;8 (693) 928-32-49;продается;21.03.2023
2468;клх Шилка, алл. Прудовая, д. 5 к. 29, 935388;земельный участок;169;4275608;3;новостройка;76398599812;зарезервирован;10.01.2021
2469;д. Ноглики, алл. Угловая, д. 4 к. 8, 064364;дом;100;3257439;4;новостройка;+7 295 857 88 36;продается;28.05.2023
2470;г. Приморско-Ахтарск, пер. Коммунальный, д. 5 стр. 5, 910066;земельный участок;131;15832000;1;новостройка;74966766613;зарезервирован;20.06.2021
2471;клх Лодейное Поле, бул. Рылеева, д. 9, 259239;квартира;146;7434638;1;требует ремонта;70 173 518 290;сдается;18.06.2023
2472;к. Самара, бул. Угловой, д. 39 стр. 2/1, 293225;земельный участок;165;14905296;2;новостройка;+7 (760) 640-7229;продается;12.08.2021
2473;к. Кириши, наб. Ленская, д. 7 стр. 366, 981262;земельный участок;43;13377997;4;жилое;8 (382) 820-9476;зарезервирован;02.02.2023
2474;клх Стрежевой, ш. Гагарина, д. 1/1 к. 67, 393202;земельный участок;29;2713816;5;новостройка;74 289 015 649;зарезервирован;17.03.2022
2475;клх Славянск-на-Кубани, бул. Февральский, д. 55, 131555;квартира;22;15207974;2;жилое;+7 (592) 709-55-91;зарезервирован;23.09.2021
2476;клх Саянск, ш. Гражданское, д. 358, 321240;дом;136;13186292;1;требует ремонта;8 (133) 637-4036;зарезервирован;17.07.2022
2477;с. Подольск, ул. Инженерная, д. 9 к. 564, 508006;квартира;200;17293743;2;требует ремонта;+7 (503) 717-5673;продается;25.12.2022
2478;д. Междуреченский, ш. Почтовое, д. 9/2, 223417;дом;145;10606620;4;требует ремонта;77 321 385 556;зарезервирован;18.03.2023
2479;ст. Рыбинск, пер. Коммунальный, д. 806 стр. 4/4, 713851;дом;176;7607781;5;жилое;+7 (441) 890-6825;продается;13.02.2021
2480;д. Ишим, ш. Новосельское, д. 5 стр. 65, 254665;дом;140;16291443;3;новостройка;81310938807;зарезервирован;23.12.2020
2481;г. Кузнецк, ш. Отрадное, д. 9/7, 175835;земельный участок;65;12349649;5;жилое;8 (167) 904-57-73;зарезервирован;12.06.2021
2482;д. Сочи, алл. Новгородская, д. 8, 371614;земельный участок;48;12965219;5;новостройка;87 057 543 508;продается;19.05.2023
2483;к. Иркутск, алл. Добролюбова, д. 8, 638603;квартира;175;19111347;5;требует ремонта;+7 (352) 062-0110;сдается;05.09.2020
2484;к. Краснодар, бул. Пригородный, д. 3/1 к. 8/3, 551237;дом;42;14008458;2;жилое;73175592931;продается;14.10.2022
2485;г. Санкт-Петербург, бул. Ростовский, д. 24 стр. 36, 563225;дом;147;1695359;1;требует ремонта;+7 741 446 37 87;продается;20.03.2022
2486;д. Вуктыл, алл. Комарова, д. 968 к. 8/7, 942153;квартира;91;7477520;4;жилое;+7 (470) 837-79-13;продается;20.03.2022
2487;д. Воркута, ул. Проточная, д. 7/1, 002350;квартира;63;18524612;5;жилое;87 871 743 727;продается;28.12.2021
2488;г. Новомосковск, ш. Крупской, д. 1/3, 709150;земельный участок;101;3574552;2;требует ремонта;+7 (835) 881-6026;сдается;30.08.2020
2489;ст. Вилюйск, пер. Ленинский, д. 47 стр. 691, 940410;дом;123;17415017;1;требует ремонта;+7 (044) 542-5090;сдается;22.07.2022
2490;с. Сургут (Хант.), ш. Фестивальное, д. 95 стр. 62, 303534;дом;116;19932226;2;требует ремонта;8 167 550 74 15;продается;30.10.2021
2491;к. Мончегорск, наб. Клубная, д. 604, 259350;квартира;50;4143037;3;жилое;+7 895 160 03 48;зарезервирован;12.04.2022
2492;к. Курганинск, ул. Первомайская, д. 921 стр. 32, 372554;земельный участок;194;19678613;2;жилое;86469500477;продается;26.11.2021
2493;к. Касимов, бул. Октябрьский, д. 5/4 стр. 691, 740751;дом;96;13774930;1;требует ремонта;79218484820;зарезервирован;29.04.2023
2494;г. Кировск (Мурм.), ш. Водников, д. 69, 133761;квартира;74;14080177;1;требует ремонта;8 (677) 394-80-83;продается;01.06.2023
2495;ст. Агинское (Забайк.), пер. Котовского, д. 42 стр. 6/8, 381723;квартира;158;9361300;5;новостройка;81102019820;зарезервирован;28.02.2022
2496;п. Бузулук, алл. Есенина, д. 1/1 стр. 3, 274601;земельный участок;112;7576702;4;жилое;+7 758 410 01 23;продается;31.07.2022
2497;д. Жиганск, пер. Черняховского, д. 521, 770666;дом;172;4575010;3;требует ремонта;81602306604;сдается;11.03.2023
2498;д. Тюмень, наб. Целинная, д. 24, 787563;квартира;102;6178703;3;требует ремонта;+7 (885) 611-06-07;зарезервирован;12.04.2022
2499;к. Муравленко, алл. Нагорная, д. 5/1 стр. 12, 639364;земельный участок;100;12226085;3;жилое;8 172 197 47 16;зарезервирован;13.08.2020
2500;п. Ачхой Мартан, наб. Широкая, д. 272 стр. 6/8, 241072;дом;199;13458440;3;жилое;88 132 785 597;зарезервирован;02.10.2020
2501;к. Кимры, пр. Воронежский, д. 2 стр. 4, 978053;дом;57;8199856;4;жилое;76 349 889 863;зарезервирован;14.05.2023
2502;ст. Тюмень, наб. Иванова, д. 95 к. 9/5, 919083;дом;138;2996086;2;требует ремонта;+7 513 218 88 99;зарезервирован;27.02.2023
